Offense_Number,Person_ID,Role_Code
93,4941,Other
1279,832,Victim
3754,2522,Victim
6981,2243,Suspect
7914,4084,Other
7012,1903,Suspect
6110,3359,Witness
5931,4218,Witness
9,630,Other
6551,745,Witness
1712,2898,Other
6539,2338,Arrest
7724,2376,Other
681,4885,Suspect
523,1404,Arrest
5793,3801,Other
2911,49,Suspect
4957,844,Other
1407,2955,Other
3471,4844,Victim
7306,4402,Suspect
3135,4698,Victim
133,1242,Witness
5539,4312,Suspect
651,4261,Other
3904,3183,Victim
2545,3912,Witness
7814,2622,Witness
6535,1370,Arrest
5658,100,Arrest
1616,1546,Victim
6002,2364,Arrest
1722,2912,Arrest
3135,1457,Suspect
3583,3640,Suspect
3496,1160,Witness
5477,4720,Other
7096,2884,Victim
4810,4303,Witness
4127,686,Witness
122,3051,Suspect
5157,4871,Victim
7680,4124,Other
7440,3345,Arrest
7733,1791,Suspect
3819,4333,Arrest
5216,112,Witness
2291,2004,Victim
916,3792,Arrest
4022,4335,Arrest
2868,883,Victim
4278,1331,Arrest
4706,2368,Arrest
630,2741,Witness
1976,280,Arrest
1627,2607,Arrest
6215,4042,Other
6991,1239,Suspect
483,3014,Arrest
7069,3880,Arrest
5468,2943,Victim
4979,2023,Other
1318,479,Victim
1009,3726,Victim
527,3418,Victim
3520,872,Suspect
508,1815,Suspect
5836,16,Suspect
3174,2477,Arrest
843,4676,Witness
7718,3765,Other
2365,672,Arrest
756,2041,Witness
3144,4013,Arrest
4912,3210,Witness
2513,128,Victim
2855,476,Suspect
7379,1661,Arrest
6340,3155,Arrest
7686,3232,Arrest
1967,4227,Witness
7197,3337,Witness
5494,1218,Arrest
5570,4339,Witness
1950,3644,Suspect
5099,288,Witness
3572,2023,Arrest
3506,4462,Other
3548,267,Suspect
6544,3759,Arrest
5781,3946,Witness
1880,4769,Suspect
4462,1911,Suspect
991,4571,Witness
2339,27,Other
6481,182,Arrest
949,256,Arrest
643,169,Victim
7316,135,Victim
2952,1981,Witness
3871,425,Arrest
68,4048,Suspect
3361,945,Suspect
5808,1780,Victim
7708,4360,Victim
6298,185,Victim
5073,4814,Victim
7261,2847,Witness
508,2474,Witness
2662,4873,Witness
3802,3981,Witness
2788,320,Other
5277,2996,Witness
2058,3905,Other
7256,2002,Other
5550,4538,Witness
5991,1793,Arrest
4765,793,Witness
5809,2089,Arrest
2498,4714,Victim
6002,4582,Victim
6134,3510,Victim
2950,405,Suspect
6541,4254,Suspect
200,1544,Victim
6493,3499,Victim
6962,2415,Witness
5163,536,Other
4468,3044,Suspect
7565,3021,Arrest
4451,4703,Arrest
2868,1819,Victim
1173,3783,Arrest
5002,2882,Arrest
3908,2692,Witness
7819,2129,Victim
3725,1853,Suspect
1619,2059,Arrest
6050,106,Victim
6792,1983,Other
5001,279,Victim
1389,4111,Other
2262,3570,Other
6857,1088,Other
2959,3769,Suspect
3166,2105,Victim
3144,2558,Other
967,4279,Other
2143,4449,Victim
2653,1347,Other
7721,3481,Witness
5857,4564,Suspect
2364,4035,Victim
6803,573,Suspect
5636,1104,Suspect
1654,4237,Arrest
4245,3928,Victim
7617,3129,Suspect
5632,3735,Suspect
3633,3256,Witness
1422,2335,Witness
4499,2975,Suspect
5283,3328,Witness
7506,3403,Other
893,2642,Victim
2241,510,Other
6282,2428,Suspect
323,1597,Witness
6524,1612,Witness
4317,1603,Other
684,3853,Suspect
2985,3952,Arrest
7964,4838,Witness
2431,3809,Suspect
7934,1162,Arrest
595,3323,Witness
394,4526,Victim
7833,4648,Victim
5681,314,Witness
6547,485,Suspect
7344,598,Victim
1466,1320,Witness
2036,3550,Victim
5726,4576,Victim
4737,3487,Other
294,4983,Witness
6455,1789,Other
436,448,Other
2234,560,Suspect
5189,2357,Arrest
7509,23,Witness
7333,2359,Witness
2000,732,Arrest
6730,2089,Victim
7919,2135,Witness
3350,666,Witness
1258,2329,Suspect
6307,1523,Witness
6842,3774,Witness
5677,3192,Arrest
4096,2021,Suspect
5281,1094,Arrest
5171,2948,Arrest
3194,4796,Witness
2296,4974,Arrest
2980,1656,Suspect
7884,4056,Arrest
6339,3742,Witness
7388,324,Other
916,4419,Victim
6657,2323,Witness
4692,3305,Arrest
3492,2064,Suspect
4901,3335,Victim
1960,4206,Suspect
7196,2462,Witness
7145,3863,Witness
3328,273,Other
2781,3517,Arrest
348,1330,Witness
1635,4926,Arrest
6226,28,Witness
317,4377,Witness
6262,3079,Victim
4884,1100,Witness
922,4012,Arrest
605,332,Victim
4194,104,Witness
1109,4461,Suspect
6748,1929,Victim
1185,795,Suspect
6010,955,Witness
1742,1515,Arrest
3379,2819,Arrest
1075,3889,Witness
1718,16,Suspect
2533,3335,Suspect
2658,1716,Arrest
604,2829,Other
5241,4874,Other
1975,2955,Victim
3634,2162,Suspect
6568,2025,Arrest
1034,692,Suspect
7301,53,Arrest
4040,4149,Witness
3335,3288,Other
6069,3262,Witness
1558,798,Arrest
2414,3372,Suspect
5739,629,Suspect
4803,4407,Suspect
2279,184,Witness
1209,4614,Victim
3400,1252,Suspect
6358,1223,Witness
231,1022,Victim
1142,2556,Witness
4045,2614,Witness
1812,2171,Suspect
357,1142,Other
2223,2891,Suspect
181,820,Victim
120,3770,Arrest
4096,3124,Arrest
3066,152,Other
6879,4374,Victim
5319,4976,Suspect
4393,4276,Victim
5174,3483,Arrest
3448,892,Witness
4389,1622,Suspect
1029,293,Witness
638,251,Witness
725,212,Other
5221,2961,Other
1442,3108,Suspect
2991,3708,Suspect
1745,51,Other
7374,1264,Witness
6828,2176,Victim
1105,4938,Other
1446,60,Witness
5123,3983,Other
1687,4994,Arrest
4476,214,Victim
1173,925,Suspect
1304,1524,Witness
2480,3348,Victim
5571,2385,Arrest
5274,4247,Other
1406,4348,Victim
5788,1404,Other
896,1515,Suspect
1801,1629,Arrest
7993,2680,Other
7115,4102,Other
4182,2353,Suspect
6519,1410,Suspect
2112,1630,Victim
43,4019,Other
573,1220,Witness
6137,2709,Arrest
821,1644,Suspect
7445,1241,Other
7957,4580,Victim
256,845,Arrest
3703,2797,Witness
135,837,Victim
2575,2684,Arrest
2991,2714,Other
5629,2118,Arrest
815,1178,Witness
7396,1948,Arrest
1035,2082,Victim
5682,4117,Other
4500,3384,Victim
7192,2007,Victim
2351,1956,Other
2878,2984,Suspect
1131,1814,Witness
109,3936,Witness
5424,4788,Suspect
1051,3225,Suspect
1752,3320,Arrest
1777,429,Victim
4957,1659,Arrest
7402,1761,Other
5447,242,Arrest
3459,3479,Victim
6832,1265,Arrest
6864,159,Victim
4640,2628,Witness
6066,982,Victim
3175,1005,Witness
6079,390,Other
2512,1749,Other
2403,4740,Arrest
5785,1704,Arrest
2221,3049,Arrest
6802,2923,Suspect
5000,4239,Suspect
5763,73,Witness
7806,1675,Victim
7272,3548,Suspect
4464,2302,Victim
1566,3922,Victim
7429,3079,Suspect
4220,1129,Witness
695,2186,Victim
3548,1337,Victim
7367,2489,Arrest
3042,3922,Suspect
6132,175,Other
844,1045,Arrest
7558,4401,Suspect
817,2232,Other
7766,1985,Victim
6336,4230,Witness
4191,2661,Suspect
7505,4970,Arrest
1134,3616,Suspect
1583,2593,Other
7604,2385,Other
7156,1754,Victim
1768,2576,Witness
5131,3270,Witness
6574,4605,Victim
1592,1567,Victim
7006,4404,Suspect
4925,1696,Victim
6518,1146,Arrest
566,3650,Suspect
2526,1873,Other
3634,322,Arrest
3711,2321,Suspect
283,3036,Arrest
473,291,Suspect
1244,2905,Suspect
5310,18,Arrest
6198,4803,Suspect
16,2275,Victim
4124,1811,Arrest
3899,4431,Victim
7847,7,Witness
6357,4137,Other
1010,2833,Other
2003,720,Suspect
2702,2572,Witness
6433,405,Other
7696,576,Arrest
6500,3086,Witness
1732,1939,Other
5818,2724,Suspect
7292,1507,Witness
1713,758,Arrest
2220,2169,Victim
2390,3571,Other
1008,3059,Other
3533,3147,Other
5252,672,Arrest
7447,1273,Witness
6310,4382,Other
2838,2099,Suspect
941,1117,Suspect
3144,345,Victim
7610,3741,Other
2602,176,Other
4320,329,Suspect
3059,712,Victim
7674,4860,Suspect
6214,2887,Arrest
5504,1276,Other
5371,142,Other
3232,4022,Witness
3584,4801,Arrest
2140,412,Other
2174,4030,Victim
2725,1128,Other
5748,3449,Witness
6076,3622,Victim
961,2375,Other
1650,153,Witness
6157,792,Arrest
7338,3276,Arrest
4259,220,Other
6265,4272,Victim
1794,4342,Victim
7643,294,Suspect
6127,4575,Witness
3072,2446,Suspect
7649,340,Other
7639,1529,Other
161,270,Witness
4776,4881,Witness
2495,1347,Witness
7194,1685,Suspect
7782,2250,Witness
1042,3463,Suspect
4173,2977,Other
425,1218,Suspect
7179,3593,Victim
5157,2529,Victim
2014,2727,Arrest
2467,3815,Victim
3541,4856,Witness
3629,2857,Suspect
7356,2292,Arrest
3623,4,Arrest
5022,2085,Victim
7799,1750,Arrest
2119,1192,Other
4142,1582,Other
412,1092,Suspect
6910,3982,Other
3978,3297,Other
4092,635,Other
5694,912,Other
5179,3075,Witness
5520,3996,Suspect
3452,884,Suspect
3401,3359,Witness
6122,2440,Suspect
4397,3399,Arrest
6213,1754,Other
6166,2252,Other
67,1572,Suspect
2226,4864,Other
273,672,Other
6448,4001,Victim
7389,1094,Other
716,1548,Arrest
2675,3564,Suspect
4204,3132,Arrest
790,2448,Arrest
361,704,Arrest
1572,4376,Victim
3216,4386,Witness
3005,2911,Witness
630,2688,Witness
7940,3950,Witness
1258,4514,Arrest
632,3401,Suspect
3882,3211,Arrest
4901,1261,Arrest
2027,391,Other
2098,824,Other
6977,4668,Victim
4287,2156,Arrest
6467,4343,Other
5320,1558,Suspect
1553,1977,Witness
4079,3638,Victim
2718,738,Suspect
3795,924,Witness
1086,2994,Arrest
3425,3243,Witness
6617,59,Suspect
2004,2312,Arrest
909,4156,Other
266,4418,Victim
2393,1007,Witness
7572,901,Suspect
52,1094,Witness
5592,3793,Other
4155,2230,Other
6444,4785,Victim
5652,3865,Other
705,113,Witness
7657,3679,Arrest
4933,3447,Other
6450,4199,Witness
4731,3503,Suspect
2065,3710,Victim
4163,3553,Witness
2941,1458,Witness
3205,4124,Witness
1714,3245,Suspect
6807,902,Victim
26,4327,Arrest
3431,3926,Victim
4604,2200,Other
1684,1456,Victim
3305,49,Suspect
4906,2744,Victim
7700,1079,Witness
7831,2885,Witness
7425,82,Suspect
170,2417,Arrest
5884,4658,Victim
1272,2097,Witness
6459,1741,Other
3163,1642,Other
2989,3152,Arrest
5357,495,Arrest
3254,4635,Victim
5968,4588,Other
7272,4460,Victim
708,2357,Suspect
7297,2933,Witness
3297,4319,Victim
2652,4806,Witness
774,4981,Arrest
6878,1690,Victim
3509,4765,Other
5884,1153,Witness
2771,720,Arrest
4879,2815,Arrest
223,1378,Witness
6819,3619,Suspect
6763,2959,Arrest
263,493,Witness
4438,3631,Witness
2742,3774,Witness
3402,1851,Witness
6716,4743,Witness
6089,1830,Witness
1456,2260,Suspect
7899,3849,Victim
5410,2150,Witness
6735,4203,Suspect
1897,2107,Victim
179,2467,Other
7649,174,Suspect
6982,943,Witness
5782,379,Other
1165,2325,Other
5262,4229,Witness
914,4390,Victim
6878,373,Arrest
3808,4427,Suspect
5952,4950,Witness
164,3431,Other
7957,1725,Suspect
7992,3719,Witness
6670,4688,Suspect
2958,376,Victim
5444,3249,Victim
2190,1812,Suspect
6602,2230,Other
172,2044,Witness
5771,703,Other
418,3739,Victim
1723,3357,Suspect
7596,2030,Witness
397,506,Suspect
7081,1531,Suspect
4169,2473,Arrest
4340,1879,Victim
7516,2250,Witness
3079,233,Other
5296,3450,Suspect
1968,1725,Other
3483,3303,Witness
5642,4165,Arrest
443,2125,Arrest
6463,4257,Other
300,297,Suspect
4322,1043,Witness
5700,4883,Arrest
5943,4843,Suspect
4166,1392,Arrest
3572,3434,Witness
5155,2395,Other
6899,3671,Other
5480,969,Other
7628,3050,Suspect
3298,1816,Victim
6629,1991,Other
233,4937,Other
3226,4239,Witness
6590,2451,Suspect
7444,3243,Suspect
6323,2825,Suspect
4287,1519,Witness
5607,3382,Witness
7917,1747,Arrest
3187,424,Suspect
33,978,Witness
1821,2930,Suspect
4880,975,Suspect
2350,1205,Suspect
4066,1941,Suspect
7824,1086,Suspect
2634,1669,Other
1846,1139,Victim
954,1267,Arrest
5338,333,Other
7767,572,Suspect
4733,1707,Arrest
6440,3984,Victim
6518,4460,Other
7684,1325,Victim
7474,1064,Arrest
6125,4682,Witness
2138,3515,Victim
1152,4754,Witness
2317,1650,Suspect
811,1912,Arrest
3070,373,Suspect
5334,1730,Suspect
1483,784,Witness
4766,1074,Witness
6148,3881,Other
465,3066,Witness
5754,1350,Witness
1026,796,Arrest
823,1747,Witness
3589,3956,Victim
2224,959,Arrest
5437,3185,Victim
6063,4033,Victim
5007,1911,Suspect
5329,519,Victim
7804,263,Witness
4858,3476,Arrest
1140,855,Victim
3461,1138,Victim
7548,1309,Suspect
3162,4148,Witness
2920,1252,Arrest
396,1562,Witness
938,2332,Witness
2553,3904,Suspect
5023,3309,Witness
632,2228,Suspect
3378,385,Suspect
674,2274,Victim
5828,3316,Other
987,447,Witness
7097,1402,Arrest
1503,2524,Other
4596,115,Suspect
3860,1403,Witness
4596,1268,Other
6594,4296,Suspect
3579,1853,Other
5994,2483,Suspect
574,3301,Suspect
6824,1420,Witness
2009,145,Witness
7363,166,Suspect
1105,1547,Victim
7405,1620,Victim
1253,2416,Arrest
5495,112,Arrest
3421,3967,Witness
5126,9,Suspect
836,1435,Other
2955,3170,Other
4131,3191,Witness
3238,4695,Other
6454,809,Other
3402,2561,Suspect
4816,1190,Suspect
7922,4056,Victim
203,4111,Other
5754,437,Other
7074,1364,Arrest
753,3872,Arrest
3500,3017,Other
7177,1285,Victim
5619,4125,Witness
245,2493,Victim
2296,1361,Suspect
2365,3773,Victim
4167,757,Victim
7337,4565,Arrest
2176,1421,Witness
7728,892,Arrest
1414,3984,Other
6875,1465,Witness
4756,564,Arrest
4233,3855,Suspect
663,4068,Other
7186,1444,Suspect
1144,3030,Witness
6685,2571,Witness
491,3145,Victim
4402,1169,Other
1829,3588,Other
5483,4180,Other
4370,2066,Other
6609,1887,Suspect
6410,2814,Victim
4142,2987,Suspect
7338,4764,Witness
5318,2545,Arrest
6969,699,Witness
4052,2678,Witness
2811,2973,Witness
7358,2781,Other
1564,3472,Victim
7915,949,Suspect
6723,2501,Witness
3006,3154,Victim
3285,3728,Suspect
7210,435,Arrest
7786,979,Witness
1740,729,Other
1363,2435,Suspect
3685,596,Other
6433,723,Arrest
772,510,Victim
5543,278,Suspect
4430,212,Witness
3072,2743,Victim
3454,1977,Victim
972,4974,Victim
4821,4525,Victim
5502,1692,Witness
6165,1223,Other
1417,1616,Suspect
755,2587,Arrest
2084,299,Victim
6746,4718,Other
5397,4816,Arrest
3642,3301,Suspect
6204,4562,Victim
731,2151,Other
6744,4404,Suspect
2929,3132,Arrest
2817,1186,Witness
2141,650,Arrest
6253,3153,Witness
3706,4452,Other
2343,2898,Other
6486,775,Other
5245,2582,Other
527,3071,Witness
6139,3863,Arrest
6980,2667,Arrest
63,2903,Witness
6401,2873,Arrest
1801,928,Arrest
2143,4127,Victim
7947,4609,Suspect
6510,4148,Other
4599,4406,Witness
3775,1297,Other
5825,709,Victim
4114,1690,Other
2808,842,Other
3503,3229,Witness
746,4871,Other
329,1804,Witness
7817,282,Victim
4761,2116,Other
5278,2782,Arrest
4998,3559,Witness
4424,4907,Witness
7239,4628,Witness
1056,1113,Arrest
3133,2315,Other
4998,981,Arrest
7847,1132,Witness
7435,1082,Victim
589,421,Suspect
5134,749,Arrest
2362,225,Witness
3054,2945,Witness
1839,661,Witness
5167,2563,Witness
3834,3759,Witness
3319,424,Other
790,2896,Arrest
7201,4155,Arrest
7314,1971,Witness
2725,2774,Witness
5162,3055,Arrest
3498,4109,Arrest
737,4065,Suspect
2632,4995,Arrest
6222,1173,Witness
1203,4820,Other
1083,926,Victim
7551,4602,Suspect
7642,1816,Arrest
2704,3787,Victim
80,1280,Suspect
1666,3229,Arrest
7226,4549,Suspect
4208,2757,Suspect
2982,950,Victim
6616,1730,Witness
5920,132,Victim
3198,4726,Witness
2183,2967,Victim
3119,4009,Other
1855,527,Suspect
5380,2971,Suspect
842,4691,Victim
6663,3218,Victim
6263,1909,Other
5472,4237,Witness
4977,442,Suspect
2885,3304,Other
1469,1569,Witness
5808,1166,Witness
2169,870,Other
296,2322,Suspect
3443,2246,Victim
3600,1259,Victim
555,2168,Witness
2408,4512,Witness
336,1390,Arrest
5621,3329,Arrest
981,4179,Victim
3391,888,Arrest
5631,2053,Victim
4930,55,Witness
7024,4824,Victim
48,3915,Other
2737,3138,Victim
5461,395,Suspect
183,3132,Witness
2056,4740,Victim
1220,3345,Arrest
126,1156,Suspect
2261,2525,Witness
85,3144,Witness
7562,4521,Other
6745,3460,Arrest
4198,2421,Witness
5594,4657,Arrest
5952,3213,Arrest
4430,3908,Other
3611,148,Victim
1950,2033,Witness
6813,2005,Suspect
1270,3207,Other
1768,3776,Other
3791,992,Witness
5391,4354,Witness
2474,2588,Witness
4056,2968,Arrest
5998,1738,Other
4343,3699,Victim
2093,1051,Witness
6190,4946,Victim
7646,36,Witness
3639,395,Victim
1194,1740,Other
494,2424,Arrest
3418,3018,Victim
3793,3290,Suspect
5405,3061,Witness
3352,4565,Arrest
3225,1695,Suspect
5752,694,Witness
767,1634,Suspect
621,2973,Victim
2903,1259,Other
6388,3372,Other
954,2409,Witness
614,2789,Suspect
7033,8,Arrest
2539,4103,Witness
204,4899,Witness
5284,279,Suspect
2724,3613,Witness
2336,2442,Arrest
2681,4806,Arrest
654,500,Other
6383,2863,Witness
5586,2658,Witness
4511,3189,Other
5204,4690,Witness
4117,654,Witness
4245,3012,Victim
4614,1213,Witness
6262,4353,Arrest
3733,3852,Arrest
1712,3340,Witness
3450,2752,Arrest
6073,4532,Suspect
390,1933,Victim
1587,2469,Suspect
1380,2429,Suspect
545,3982,Victim
6867,194,Arrest
6755,1599,Arrest
5718,3786,Other
3310,1315,Arrest
1957,1837,Witness
2766,3040,Other
7453,3861,Victim
431,1015,Victim
1754,1491,Arrest
4813,240,Other
4685,4129,Other
4319,1791,Arrest
3127,288,Witness
4502,4897,Other
1697,2818,Suspect
1999,1881,Witness
2588,135,Arrest
1762,4652,Suspect
5026,1190,Other
550,3478,Arrest
2552,704,Suspect
1498,3957,Arrest
5907,2304,Arrest
1003,1721,Arrest
7876,2599,Witness
6676,1109,Victim
2140,4825,Witness
4215,1577,Suspect
4053,3743,Witness
5697,4008,Victim
4818,3149,Arrest
635,1246,Victim
3722,564,Victim
3463,2063,Suspect
5346,1169,Arrest
7784,3631,Witness
2149,3394,Victim
4804,2426,Other
7590,153,Witness
1814,745,Other
6485,4310,Other
2404,2218,Witness
7439,1097,Witness
2432,3820,Other
5706,4066,Witness
6142,3073,Arrest
3076,4412,Victim
3947,3377,Arrest
729,644,Suspect
3317,3723,Other
1809,1686,Arrest
1620,158,Other
1026,4198,Witness
3349,4128,Other
1579,2846,Witness
372,1525,Other
6268,377,Other
6297,3542,Other
1675,1353,Witness
7297,2634,Suspect
4666,1987,Witness
6625,2364,Other
4223,3742,Suspect
5320,571,Witness
7798,3782,Arrest
7777,4397,Witness
4728,3944,Arrest
5712,4553,Other
7109,4016,Other
834,811,Victim
4697,4893,Other
6289,1885,Arrest
7997,2627,Arrest
2904,2233,Suspect
73,3691,Victim
4094,2592,Victim
177,2821,Victim
6790,4055,Other
2410,1823,Victim
3671,3761,Arrest
658,3512,Arrest
6250,3633,Suspect
7555,3085,Witness
1722,2062,Victim
2648,3533,Suspect
2900,442,Suspect
4711,1583,Witness
171,4838,Witness
756,4782,Victim
5997,2242,Other
49,3309,Victim
5718,4379,Other
7383,4595,Witness
6703,3740,Victim
6958,4098,Other
3869,1820,Victim
4784,2053,Witness
2263,2191,Witness
7020,503,Victim
3161,1072,Arrest
1044,1352,Arrest
1622,4746,Victim
7977,1431,Other
3821,2689,Suspect
4513,3882,Arrest
14,4040,Victim
2082,3122,Victim
2523,2862,Other
4166,413,Arrest
6150,273,Other
5509,4869,Arrest
61,1981,Suspect
7246,4257,Arrest
1440,4267,Witness
74,1212,Suspect
4137,3708,Other
5709,217,Witness
1248,698,Arrest
5353,3776,Suspect
3804,2494,Witness
5431,2391,Other
6411,915,Other
7818,4555,Victim
2151,597,Arrest
5580,4362,Suspect
2411,1309,Arrest
3919,1872,Suspect
4039,1866,Suspect
3969,1966,Victim
3274,3036,Other
7724,2164,Arrest
1884,74,Victim
1285,3377,Other
4294,4153,Suspect
1538,1756,Victim
2659,1458,Other
2989,3861,Other
5964,1745,Arrest
2342,1204,Victim
666,3483,Victim
1135,2228,Arrest
964,3624,Suspect
6305,3679,Suspect
1731,1839,Victim
4344,2453,Arrest
2066,510,Other
421,1786,Witness
6698,1945,Suspect
2840,2599,Victim
1510,4903,Suspect
449,535,Arrest
1873,3004,Victim
5642,1121,Arrest
3000,3060,Witness
5867,3776,Victim
4005,20,Suspect
3547,1111,Witness
1445,2290,Suspect
6713,505,Arrest
1683,3118,Other
3120,2953,Suspect
3824,1570,Victim
4948,77,Victim
3951,3876,Victim
5436,283,Witness
6964,1346,Suspect
402,4166,Arrest
7379,1551,Arrest
6172,366,Suspect
5258,35,Suspect
5362,4682,Suspect
3008,2159,Witness
2160,3568,Suspect
6905,4353,Other
3703,1916,Arrest
2130,4684,Victim
4444,2161,Arrest
2577,1237,Witness
7897,1351,Other
5377,2739,Victim
4977,379,Suspect
4865,869,Arrest
6648,4954,Arrest
943,1769,Other
7752,682,Other
159,2767,Other
7506,1698,Arrest
314,3208,Suspect
4443,2586,Other
6896,1678,Other
1681,1225,Witness
876,3543,Arrest
5237,2198,Other
394,3150,Suspect
5030,1585,Victim
4508,3593,Witness
151,1965,Suspect
4482,2819,Arrest
5373,3868,Victim
4292,2440,Other
5398,3990,Arrest
3170,951,Victim
1161,3936,Other
7731,4532,Suspect
4540,3003,Witness
5472,4553,Other
3481,309,Witness
5138,2701,Other
4799,4514,Suspect
2033,3987,Victim
1795,3070,Suspect
2564,4594,Witness
3898,133,Arrest
346,1763,Victim
7376,1091,Witness
1565,1421,Victim
3457,3558,Suspect
7078,1484,Victim
6799,1176,Suspect
1399,1807,Victim
311,300,Other
5737,2177,Victim
5989,1944,Other
2551,738,Arrest
1568,1027,Other
1162,2537,Suspect
4621,2389,Suspect
7183,3599,Suspect
4367,863,Witness
604,3269,Witness
5570,2805,Arrest
3402,2022,Other
282,4042,Witness
4646,450,Victim
5686,1276,Victim
6426,3393,Arrest
4705,176,Suspect
642,1947,Suspect
6379,2833,Victim
3849,4496,Witness
3743,4108,Suspect
7507,1902,Suspect
5810,2837,Victim
451,833,Arrest
1976,3639,Arrest
6025,745,Other
7287,578,Arrest
5885,4379,Other
4449,2766,Suspect
4632,1260,Suspect
5295,4522,Arrest
811,1817,Arrest
3337,2031,Suspect
7376,769,Witness
7257,1530,Suspect
5200,2705,Arrest
2195,3154,Arrest
4695,1939,Suspect
1190,1989,Witness
5454,1628,Victim
7530,2043,Witness
6772,4463,Victim
6637,4931,Victim
6826,2181,Witness
2690,789,Other
4437,3578,Other
5393,4065,Other
2676,4504,Arrest
5190,1243,Suspect
4168,2720,Arrest
5200,1312,Other
5267,753,Suspect
7270,1689,Victim
5445,501,Witness
5645,1801,Arrest
7265,1925,Arrest
5740,955,Suspect
4029,716,Victim
824,239,Suspect
12,2444,Witness
5901,589,Victim
7269,1911,Other
4362,2385,Arrest
5484,91,Witness
5058,1961,Other
7238,2257,Arrest
7527,2024,Suspect
108,4547,Other
2946,179,Arrest
3443,2587,Victim
219,24,Suspect
5717,2936,Victim
6198,974,Witness
6764,208,Suspect
5653,4298,Victim
1357,22,Other
6022,4427,Other
120,3442,Suspect
6613,1851,Victim
3112,3054,Victim
635,4614,Arrest
7323,1848,Arrest
1004,768,Arrest
6159,4404,Other
5201,4947,Arrest
6210,1995,Suspect
531,4283,Victim
6021,3786,Other
6547,1242,Arrest
5285,507,Suspect
4372,2976,Suspect
6217,4889,Arrest
2654,4723,Suspect
2934,1449,Witness
7783,812,Victim
5041,1190,Victim
2042,2911,Suspect
6164,2777,Arrest
7724,3731,Witness
3159,4204,Victim
7759,997,Victim
2424,1823,Arrest
4742,1442,Suspect
344,4921,Victim
4377,137,Other
475,278,Witness
4832,4030,Arrest
2651,1654,Suspect
6075,4058,Suspect
4460,1555,Other
144,3569,Victim
3079,2154,Arrest
2785,4607,Witness
5194,3240,Suspect
7110,1841,Victim
5752,4432,Other
3707,1150,Arrest
7429,318,Other
330,2646,Suspect
7503,2448,Suspect
866,1695,Suspect
6092,4127,Witness
1932,3708,Suspect
6750,2121,Other
4325,176,Other
430,1273,Suspect
7813,4968,Arrest
3364,2585,Victim
2200,305,Other
2805,1573,Other
3634,1362,Suspect
2006,2838,Arrest
3053,4507,Other
6215,2132,Other
7364,3112,Other
5980,628,Arrest
7491,3619,Other
5521,683,Arrest
1337,560,Arrest
528,841,Witness
5263,94,Witness
1704,881,Witness
2182,2084,Suspect
6610,2673,Suspect
1239,1000,Suspect
4093,2463,Victim
2839,393,Suspect
1936,4691,Arrest
964,4571,Other
3859,3978,Witness
5196,951,Other
1873,4490,Other
6543,2421,Suspect
1697,3828,Other
5830,3952,Other
1016,4471,Other
3622,2691,Suspect
2710,3997,Victim
71,86,Witness
2816,4520,Witness
4386,4609,Witness
3576,912,Suspect
1611,666,Suspect
4457,1536,Witness
1063,3467,Other
91,1260,Other
6884,3149,Witness
4152,655,Victim
5875,2030,Suspect
2052,3627,Witness
4817,4182,Arrest
6058,3490,Suspect
6167,4719,Victim
1589,3119,Other
4671,3376,Witness
5783,4490,Victim
6302,4590,Victim
2251,4444,Other
2939,3962,Victim
6816,1191,Victim
4718,4642,Other
1341,3059,Witness
1089,2413,Witness
2170,2617,Other
6984,820,Victim
1129,1772,Witness
7773,4707,Suspect
7366,2368,Victim
4950,1684,Other
3426,1454,Witness
4014,925,Arrest
89,12,Suspect
6944,2480,Suspect
2175,3497,Victim
7630,1869,Suspect
1198,2407,Witness
768,2812,Witness
2536,4991,Suspect
5067,1980,Suspect
5820,1945,Victim
7492,1036,Victim
3634,1200,Witness
6913,459,Witness
7977,427,Victim
3391,1895,Suspect
179,3878,Arrest
2059,3402,Arrest
4657,4149,Suspect
4864,3978,Witness
2728,4704,Arrest
7804,2098,Victim
7582,1114,Arrest
6000,454,Other
4789,4432,Other
123,1748,Arrest
5676,2507,Witness
5486,2722,Arrest
6795,997,Arrest
2043,4659,Witness
7897,1277,Suspect
2662,2868,Other
729,3981,Arrest
446,4992,Other
4931,2820,Victim
3487,16,Suspect
5056,328,Suspect
4441,2747,Victim
4077,4041,Witness
2832,4880,Witness
4639,4263,Arrest
4741,2026,Other
35,116,Arrest
2441,3049,Other
3831,3872,Other
959,2294,Witness
4206,4653,Victim
2375,3283,Arrest
963,4493,Witness
7341,4865,Other
2282,4380,Witness
6865,2844,Other
660,3308,Arrest
1919,4386,Arrest
199,3955,Arrest
1766,3189,Other
7969,2056,Victim
2581,4742,Suspect
2889,264,Victim
6356,4666,Arrest
2488,3015,Arrest
2432,4459,Suspect
5734,638,Victim
5915,311,Witness
3655,393,Witness
4114,2538,Other
1526,978,Victim
2924,3462,Victim
6186,4099,Witness
4322,1010,Arrest
5063,3872,Witness
6563,1188,Other
5787,145,Suspect
7223,4542,Other
5393,3321,Arrest
3087,4504,Victim
7283,2614,Victim
7921,4720,Victim
1174,2436,Witness
3694,1310,Witness
3115,2718,Other
7030,1467,Arrest
6621,205,Arrest
122,4861,Arrest
204,1440,Other
4867,2665,Victim
3415,1820,Arrest
4730,605,Arrest
7537,645,Victim
