id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
7745,7745,Property Crime,7/16/2020 8:08,336 Sommers Circle,Las Vegas,Nevada,36.086,-115.1471,Z5,Bennett
7746,7746,Traffic,1/14/2024 22:50,721 Bonner Road,Las Vegas,Nevada,35.9279,-114.9721,Z1,Wood
7747,7747,Property Crime,11/19/2022 3:12,79837 Charing Cross Circle,Las Vegas,Nevada,36.2471,-115.221,Z3,Cook
7748,7748,Alarm,3/17/2022 22:04,2 Cottonwood Avenue,Reno,Nevada,39.7699,-119.6027,Z5,Collins
7749,7749,Violent Crime,12/21/2022 10:03,5 Gale Terrace,Las Vegas,Nevada,35.9279,-114.9721,Z1,Thomas
7750,7750,Alarm,10/12/2019 2:52,24130 Hanover Place,Las Vegas,Nevada,35.9977,-115.2861,Z5,Parker
7751,7751,Welfare Check,8/9/2024 18:27,1 Clove Drive,Reno,Nevada,39.5387,-119.8225,Z6,Rogers
7752,7752,Violent Crime,5/29/2022 22:02,59042 Shasta Parkway,Las Vegas,Nevada,36.2235,-115.2655,Z2,Hernandez
7753,7753,Alarm,11/8/2023 20:31,98 Claremont Point,Las Vegas,Nevada,36.0914,-115.0885,Z7,Johnson
7754,7754,Alarm,8/20/2022 1:38,6870 Shoshone Alley,Reno,Nevada,40.5412,-119.5869,Z4,Collins
7755,7755,Traffic,2/17/2024 22:09,1962 Bartillon Road,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Stewart
7756,7756,Traffic,12/8/2023 4:51,7367 Browning Point,Las Vegas,Nevada,35.9279,-114.9721,Z4,Anderson
7757,7757,Traffic,12/24/2020 23:09,62169 Atwood Avenue,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Sanchez
7758,7758,Welfare Check,6/20/2020 1:30,8 Swallow Court,Las Vegas,Nevada,36.2158,-115.0671,Z3,Howard
7759,7759,Property Crime,12/6/2022 22:47,97814 Mendota Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z3,Stewart
7760,7760,Traffic,10/28/2021 20:15,2 Sherman Junction,Carson City,Nevada,39.2025,-119.7526,Z7,Rodriguez
7761,7761,Traffic,11/29/2021 2:30,56 Cascade Lane,Reno,Nevada,39.7699,-119.6027,Z1,Rivera
7762,7762,Alarm,6/3/2021 7:43,56 Mallard Pass,Henderson,Nevada,36.0119,-115.0433,Z2,Thomas
7763,7763,Traffic,10/8/2019 0:46,795 Little Fleur Lane,Las Vegas,Nevada,35.9977,-115.2861,Z5,Mitchell
7764,7764,Traffic,12/5/2019 16:39,6 Stephen Point,Reno,Nevada,39.5387,-119.8225,Z2,Harris
7765,7765,Alarm,7/18/2020 20:50,1 Chive Terrace,Las Vegas,Nevada,36.2235,-115.2655,Z6,Cox
7766,7766,Traffic,7/11/2022 1:47,830 New Castle Street,Reno,Nevada,39.4814,-119.8591,Z2,Lee
7767,7767,Traffic,6/6/2020 10:55,3 Esker Place,Reno,Nevada,40.5412,-119.5869,Z8,Phillips
7768,7768,Alarm,1/1/2023 7:29,42035 Evergreen Circle,Las Vegas,Nevada,36.2158,-115.0671,Z4,Morgan
7769,7769,Welfare Check,6/26/2020 10:07,11505 Green Ridge Place,Las Vegas,Nevada,35.9977,-115.2861,Z8,Lewis
7770,7770,Violent Crime,5/16/2020 2:00,90 Talmadge Pass,Las Vegas,Nevada,35.9279,-114.9721,Z7,Cooper
7771,7771,Traffic,11/5/2022 23:42,734 Onsgard Plaza,Las Vegas,Nevada,35.9977,-115.2861,Z5,Bell
7772,7772,Property Crime,11/19/2020 5:24,7 Everett Lane,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Rivera
7773,7773,Welfare Check,2/23/2022 23:40,30945 Cascade Junction,Las Vegas,Nevada,36.086,-115.1471,Z4,Howard
7774,7774,Traffic,9/15/2024 7:58,00843 Scofield Trail,Las Vegas,Nevada,36.2235,-115.2655,Z3,Bell
7775,7775,Alarm,12/29/2020 6:46,8553 Rockefeller Hill,Las Vegas,Nevada,36.1693,-115.2828,Z3,Lee
7776,7776,Property Crime,12/27/2023 3:22,4 Harbort Parkway,Carson City,Nevada,39.1678,-119.7764,Z2,Hill
7777,7777,Traffic,2/5/2024 13:47,9688 Columbus Pass,Reno,Nevada,39.5224,-119.8353,Z3,Stewart
7778,7778,Welfare Check,4/2/2020 6:20,783 Vera Junction,Carson City,Nevada,39.2025,-119.7526,Z3,Baker
7779,7779,Property Crime,12/3/2019 20:54,0289 Debs Street,Reno,Nevada,40.5412,-119.5869,Z6,James
7780,7780,Welfare Check,3/14/2021 19:26,69 Forster Avenue,Henderson,Nevada,36.0384,-115.0857,Z6,Hill
7781,7781,Traffic,10/15/2024 3:13,737 Hayes Center,Las Vegas,Nevada,35.9279,-114.9721,Z2,Garcia
7782,7782,Traffic,10/1/2023 12:19,4019 Killdeer Court,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Reed
7783,7783,Property Crime,8/11/2020 9:11,5014 Doe Crossing Center,Carson City,Nevada,39.1678,-119.7764,Z3,Jones
7784,7784,Welfare Check,1/3/2022 4:50,8 Darwin Center,Las Vegas,Nevada,35.9279,-114.9721,Z7,Watson
7785,7785,Violent Crime,2/7/2024 9:03,0 Hanover Drive,Las Vegas,Nevada,36.086,-115.1471,Z8,Sanders
7786,7786,Welfare Check,12/28/2019 3:24,0 5th Drive,Reno,Nevada,39.4814,-119.8591,Z8,Hernandez
7787,7787,Property Crime,3/6/2023 0:07,55 Messerschmidt Lane,Reno,Nevada,39.4814,-119.8591,Z7,Garcia
7788,7788,Violent Crime,11/26/2023 13:32,64329 Rutledge Trail,Las Vegas,Nevada,36.2471,-115.221,Z5,Lewis
7789,7789,Traffic,2/17/2020 10:18,44215 Sachs Way,Sparks,Nevada,39.6269,-119.7081,Z1,Price
7790,7790,Alarm,8/2/2021 23:35,98034 Grover Pass,Carson City,Nevada,39.2025,-119.7526,Z7,Phillips
7791,7791,Alarm,6/3/2024 10:28,37538 Dawn Drive,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Cox
7792,7792,Traffic,10/11/2022 16:44,4 Tennyson Circle,Reno,Nevada,39.4814,-119.8591,Z1,Campbell
7793,7793,Property Crime,10/27/2022 12:34,2 Sherman Lane,Henderson,Nevada,36.0384,-115.0857,Z4,Gonzalez
7794,7794,Traffic,3/17/2020 8:19,29 Trailsway Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z1,Clark
7795,7795,Traffic,2/27/2020 18:52,30175 Linden Street,Las Vegas,Nevada,36.1378,-115.3261,Z7,Scott
7796,7796,Traffic,12/7/2023 0:43,819 Bultman Way,Las Vegas,Nevada,36.1378,-115.3261,Z5,Rodriguez
7797,7797,Property Crime,5/8/2024 18:07,32219 Hoard Plaza,Reno,Nevada,39.5387,-119.8225,Z2,Turner
7798,7798,Traffic,8/31/2020 5:27,546 Scofield Parkway,Las Vegas,Nevada,35.9977,-115.2861,Z7,Young
7799,7799,Traffic,7/12/2024 10:45,273 Westridge Center,Las Vegas,Nevada,35.9279,-114.9721,Z8,Bailey
7800,7800,Welfare Check,2/17/2022 0:37,5470 Butterfield Parkway,Henderson,Nevada,36.0119,-115.0433,Z5,Hill
7801,7801,Welfare Check,3/7/2021 20:17,67380 Merrick Circle,Las Vegas,Nevada,36.086,-115.1471,Z1,Mitchell
7802,7802,Alarm,11/28/2022 20:32,12106 Stoughton Drive,Carson City,Nevada,39.2025,-119.7526,Z2,Gonzalez
7803,7803,Traffic,7/12/2021 8:37,5 Golden Leaf Drive,Las Vegas,Nevada,35.9279,-114.9721,Z3,Garcia
7804,7804,Welfare Check,10/29/2021 3:44,710 Fulton Street,Reno,Nevada,39.5224,-119.8353,Z2,Hall
7805,7805,Violent Crime,6/19/2022 14:10,51451 Loeprich Junction,Carson City,Nevada,39.2025,-119.7526,Z7,Clark
7806,7806,Welfare Check,12/10/2022 0:53,70931 Di Loreto Road,Las Vegas,Nevada,35.9279,-114.9721,Z8,Lopez
7807,7807,Alarm,10/7/2023 7:21,6 Mifflin Lane,Las Vegas,Nevada,35.9279,-114.9721,Z7,Smith
7808,7808,Violent Crime,7/24/2021 11:27,1329 Clove Terrace,Las Vegas,Nevada,35.9279,-114.9721,Z3,Cook
7809,7809,Property Crime,3/14/2021 11:43,7 Dwight Place,Las Vegas,Nevada,36.2158,-115.0671,Z1,Lewis
7810,7810,Welfare Check,7/18/2021 2:07,42 Hovde Place,Las Vegas,Nevada,35.9977,-115.2861,Z2,Taylor
7811,7811,Property Crime,5/19/2022 4:46,4 Birchwood Plaza,Reno,Nevada,39.5224,-119.8353,Z6,Allen
7812,7812,Property Crime,10/13/2019 19:10,59751 Sutteridge Hill,Las Vegas,Nevada,36.2235,-115.2655,Z7,Scott
7813,7813,Property Crime,11/9/2020 11:12,2162 Comanche Road,Reno,Nevada,39.5387,-119.8225,Z6,Jackson
7814,7814,Alarm,5/20/2024 0:25,4 Michigan Alley,Las Vegas,Nevada,36.1378,-115.3261,Z7,Ramirez
7815,7815,Welfare Check,7/4/2020 11:17,9671 Bultman Park,Las Vegas,Nevada,35.9279,-114.9721,Z3,Cooper
7816,7816,Violent Crime,7/31/2024 6:23,95 Park Meadow Alley,Las Vegas,Nevada,36.1693,-115.2828,Z6,Gonzalez
7817,7817,Traffic,12/26/2019 9:37,342 Old Gate Park,Las Vegas,Nevada,36.1693,-115.2828,Z4,Jones
7818,7818,Traffic,7/29/2024 1:14,650 Lake View Circle,Sparks,Nevada,39.6269,-119.7081,Z2,Stewart
7819,7819,Alarm,8/27/2023 20:33,36790 Annamark Park,Reno,Nevada,40.5412,-119.5869,Z6,Reed
7820,7820,Alarm,10/20/2023 23:54,147 Crowley Place,Reno,Nevada,39.7699,-119.6027,Z7,Roberts
7821,7821,Traffic,1/9/2023 3:39,03758 Lake View Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z6,Carter
7822,7822,Alarm,3/2/2020 1:43,7537 1st Alley,Las Vegas,Nevada,36.2158,-115.0671,Z1,Phillips
7823,7823,Traffic,3/24/2022 15:29,0203 Onsgard Way,Las Vegas,Nevada,35.9279,-114.9721,Z6,Allen
7824,7824,Property Crime,1/13/2023 2:12,920 Hoard Park,Henderson,Nevada,36.0384,-115.0857,Z8,Campbell
7825,7825,Property Crime,8/24/2023 20:35,579 Oak Hill,Henderson,Nevada,36.0119,-115.0433,Z5,Carter
7826,7826,Welfare Check,1/12/2021 5:05,237 Memorial Trail,Las Vegas,Nevada,36.086,-115.1471,Z6,Adams
7827,7827,Traffic,9/12/2023 1:09,48769 Cottonwood Street,Reno,Nevada,39.7699,-119.6027,Z6,Sanders
7828,7828,Traffic,12/23/2021 15:34,45798 Thackeray Way,Las Vegas,Nevada,35.9279,-114.9721,Z5,Stewart
7829,7829,Property Crime,6/5/2021 16:47,5980 Mallory Junction,Las Vegas,Nevada,35.9279,-114.9721,Z1,King
7830,7830,Violent Crime,6/14/2022 2:38,977 Fieldstone Parkway,Sparks,Nevada,39.6269,-119.7081,Z6,Adams
7831,7831,Violent Crime,12/18/2024 7:57,30 Basil Terrace,Las Vegas,Nevada,36.0914,-115.0885,Z2,Jackson
7832,7832,Alarm,7/15/2022 22:11,48038 Northland Center,Las Vegas,Nevada,35.9279,-114.9721,Z1,Phillips
7833,7833,Property Crime,6/21/2024 12:24,86 Thompson Way,Reno,Nevada,39.7699,-119.6027,Z5,King
7834,7834,Property Crime,9/23/2024 4:53,36493 Hooker Court,Las Vegas,Nevada,36.3265,-115.3398,Z6,Walker
7835,7835,Traffic,8/16/2023 13:13,8 Annamark Court,Reno,Nevada,39.4814,-119.8591,Z3,Peterson
7836,7836,Traffic,12/11/2022 3:00,3 Roxbury Trail,Reno,Nevada,39.4814,-119.8591,Z5,Evans
7837,7837,Traffic,9/5/2024 13:19,5 Anthes Court,Las Vegas,Nevada,35.9279,-114.9721,Z4,Scott
7838,7838,Violent Crime,11/6/2021 5:07,2296 Katie Court,Henderson,Nevada,36.0119,-115.0433,Z7,Gonzalez
7839,7839,Alarm,6/21/2020 5:38,834 Ohio Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z8,Sanchez
7840,7840,Alarm,4/6/2022 23:59,1958 Hovde Terrace,Las Vegas,Nevada,35.9279,-114.9721,Z6,Green
7841,7841,Traffic,12/12/2022 9:09,7069 Lerdahl Point,Reno,Nevada,40.5412,-119.5869,Z7,Walker
7842,7842,Alarm,10/15/2024 11:21,639 Sunfield Court,Las Vegas,Nevada,36.2471,-115.221,Z4,Richardson
7843,7843,Traffic,3/17/2021 8:58,085 Mesta Hill,Las Vegas,Nevada,35.9279,-114.9721,Z2,Rodriguez
7844,7844,Property Crime,9/25/2023 8:09,5970 Oriole Park,Las Vegas,Nevada,35.9279,-114.9721,Z4,Smith
7845,7845,Property Crime,9/14/2022 4:57,4 Sugar Court,Carson City,Nevada,39.1678,-119.7764,Z8,Edwards
7846,7846,Traffic,6/6/2023 9:32,68073 Armistice Parkway,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Young
7847,7847,Welfare Check,8/19/2020 12:03,08386 Coleman Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z2,Sanchez
7848,7848,Traffic,4/9/2020 19:12,5 Hagan Junction,Las Vegas,Nevada,36.2471,-115.221,Z4,Sanders
7849,7849,Property Crime,3/20/2023 23:52,7 Old Gate Lane,Las Vegas,Nevada,36.2235,-115.2655,Z4,Parker
7850,7850,Welfare Check,9/30/2022 7:24,3 Hoard Alley,Las Vegas,Nevada,35.9279,-114.9721,Z3,Rogers
7851,7851,Violent Crime,11/29/2020 23:04,457 Hansons Avenue,Reno,Nevada,40.5412,-119.5869,Z3,Taylor
7852,7852,Property Crime,6/1/2021 4:12,17404 Mockingbird Street,Henderson,Nevada,36.0119,-115.0433,Z3,Torres
7853,7853,Property Crime,8/24/2021 16:06,785 Manufacturers Road,Henderson,Nevada,36.0119,-115.0433,Z3,Walker
7854,7854,Alarm,11/1/2023 19:13,5 Spenser Alley,Reno,Nevada,39.5224,-119.8353,Z4,Watson
7855,7855,Traffic,9/23/2022 15:26,12724 Scott Crossing,Henderson,Nevada,36.0119,-115.0433,Z6,Allen
7856,7856,Traffic,3/27/2020 17:45,11 Judy Park,Las Vegas,Nevada,36.2158,-115.0671,Z1,Parker
7857,7857,Property Crime,1/2/2021 19:25,0489 Division Road,Las Vegas,Nevada,35.9279,-114.9721,Z4,Cook
7858,7858,Welfare Check,11/12/2021 5:06,42 Independence Place,Las Vegas,Nevada,36.2235,-115.2655,Z5,Rogers
7859,7859,Traffic,10/7/2020 20:08,13 Ridgeview Crossing,Reno,Nevada,39.5387,-119.8225,Z8,Hill
7860,7860,Alarm,3/14/2024 18:10,91 Moulton Junction,Reno,Nevada,39.4814,-119.8591,Z5,Green
7861,7861,Property Crime,11/14/2023 12:48,4234 Independence Parkway,Reno,Nevada,39.4814,-119.8591,Z6,Reed
7862,7862,Traffic,5/27/2020 16:47,3 Bartelt Parkway,Las Vegas,Nevada,36.2471,-115.221,Z1,Sanders
7863,7863,Property Crime,7/31/2021 17:22,262 Waubesa Point,Las Vegas,Nevada,35.9279,-114.9721,Z7,Evans
7864,7864,Alarm,12/22/2021 1:41,60795 Lotheville Place,Las Vegas,Nevada,35.9977,-115.2861,Z8,Ramirez
7865,7865,Welfare Check,8/17/2023 21:01,4545 Independence Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z4,Garcia
7866,7866,Welfare Check,2/27/2022 19:18,515 Surrey Road,Las Vegas,Nevada,36.0914,-115.0885,Z3,Harris
7867,7867,Traffic,7/28/2022 8:10,27 Merchant Circle,Las Vegas,Nevada,36.173,-115.0669,Z6,Williams
7868,7868,Alarm,11/3/2022 10:00,410 Old Shore Road,Carson City,Nevada,39.1678,-119.7764,Z1,James
7869,7869,Violent Crime,12/10/2021 10:29,414 Knutson Center,Reno,Nevada,39.4814,-119.8591,Z7,Lopez
7870,7870,Violent Crime,10/20/2022 17:38,8186 Ryan Alley,Las Vegas,Nevada,36.086,-115.1471,Z1,Edwards
7871,7871,Property Crime,12/24/2020 0:29,81 Swallow Point,Henderson,Nevada,36.0119,-115.0433,Z7,Reed
7872,7872,Traffic,12/17/2024 5:53,562 Arrowood Trail,Las Vegas,Nevada,35.9279,-114.9721,Z6,Walker
7873,7873,Alarm,11/19/2019 0:34,775 Autumn Leaf Park,Reno,Nevada,39.4814,-119.8591,Z2,Wood
7874,7874,Traffic,3/25/2024 22:40,33 5th Court,Sparks,Nevada,39.6269,-119.7081,Z5,Campbell
7875,7875,Violent Crime,10/18/2023 2:15,50 Gulseth Court,Las Vegas,Nevada,36.2471,-115.221,Z7,Smith
7876,7876,Property Crime,3/29/2024 21:12,15 Holmberg Trail,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Campbell
7877,7877,Alarm,10/4/2022 5:00,3743 Carberry Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z8,Hall
7878,7878,Alarm,10/19/2020 0:11,7 Chive Circle,Reno,Nevada,39.7699,-119.6027,Z4,Mitchell
7879,7879,Welfare Check,12/4/2020 15:48,33 Sugar Parkway,Carson City,Nevada,39.1678,-119.7764,Z6,Lopez
7880,7880,Welfare Check,12/7/2024 13:59,737 Texas Crossing,Henderson,Nevada,36.0384,-115.0857,Z4,Williams
7881,7881,Welfare Check,2/15/2023 12:26,56501 Sachs Park,Las Vegas,Nevada,36.086,-115.1471,Z8,Miller
7882,7882,Alarm,4/15/2022 17:58,3912 Rusk Alley,Las Vegas,Nevada,35.9279,-114.9721,Z1,Jackson
7883,7883,Alarm,8/25/2020 14:39,2749 Cody Way,Reno,Nevada,39.5224,-119.8353,Z7,Green
7884,7884,Traffic,3/19/2024 23:17,427 Golf Alley,Las Vegas,Nevada,36.086,-115.1471,Z4,Parker
7885,7885,Alarm,7/26/2023 7:16,72 Roxbury Street,Reno,Nevada,39.4814,-119.8591,Z2,James
7886,7886,Alarm,2/11/2024 1:42,60 Cascade Place,Reno,Nevada,39.7699,-119.6027,Z3,Hall
7887,7887,Traffic,12/5/2022 10:46,8 Sundown Plaza,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Richardson
7888,7888,Welfare Check,12/27/2021 12:11,8 Eagan Crossing,Reno,Nevada,40.5412,-119.5869,Z3,Anderson
7889,7889,Alarm,5/27/2023 6:01,42 Fisk Junction,Las Vegas,Nevada,36.1378,-115.3261,Z8,Baker
7890,7890,Alarm,11/22/2020 23:39,044 Daystar Point,Henderson,Nevada,36.0384,-115.0857,Z1,James
7891,7891,Traffic,11/3/2022 0:53,27 Parkside Court,Las Vegas,Nevada,36.086,-115.1471,Z7,Parker
7892,7892,Alarm,5/4/2023 2:31,1781 Fremont Terrace,Las Vegas,Nevada,36.2235,-115.2655,Z8,Lee
7893,7893,Traffic,8/26/2020 17:07,0619 Kensington Junction,Las Vegas,Nevada,36.2235,-115.2655,Z7,Sanders
7894,7894,Violent Crime,10/8/2022 3:36,8 Hermina Trail,Las Vegas,Nevada,36.1378,-115.3261,Z4,Wilson
7895,7895,Alarm,12/28/2020 22:47,397 Trailsway Avenue,Reno,Nevada,39.4814,-119.8591,Z7,Taylor
7896,7896,Traffic,4/4/2022 12:39,97342 Springview Crossing,Carson City,Nevada,39.2025,-119.7526,Z7,Bailey
7897,7897,Property Crime,12/28/2020 22:08,948 Clemons Road,Las Vegas,Nevada,36.2158,-115.0671,Z4,Evans
7898,7898,Property Crime,12/9/2020 17:21,22 Myrtle Avenue,Las Vegas,Nevada,36.1693,-115.2828,Z8,Rogers
7899,7899,Alarm,10/4/2019 14:47,94739 Westend Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z3,Kelly
7900,7900,Alarm,5/14/2020 5:00,79 Hayes Avenue,Reno,Nevada,39.5224,-119.8353,Z4,Bailey
7901,7901,Alarm,11/14/2024 13:51,1 Farragut Place,North Las Vegas,Nevada,36.2204,-115.1458,Z4,Morris
7902,7902,Violent Crime,12/24/2023 1:29,78615 Gulseth Court,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Watson
7903,7903,Alarm,8/6/2022 2:58,6497 Porter Pass,Las Vegas,Nevada,35.9279,-114.9721,Z3,Jones
7904,7904,Traffic,9/19/2022 10:22,7106 Forest Dale Road,Reno,Nevada,39.5387,-119.8225,Z3,Baker
7905,7905,Alarm,7/21/2021 1:27,0 Orin Hill,Henderson,Nevada,36.0384,-115.0857,Z6,White
7906,7906,Property Crime,7/23/2024 21:42,78234 Nancy Terrace,Las Vegas,Nevada,36.3265,-115.3398,Z6,Garcia
7907,7907,Property Crime,9/14/2024 6:25,72 Browning Pass,Carson City,Nevada,39.2025,-119.7526,Z6,Price
7908,7908,Property Crime,10/7/2020 2:48,78 Lawn Junction,Las Vegas,Nevada,36.086,-115.1471,Z4,Hernandez
7909,7909,Welfare Check,10/3/2022 0:21,0958 Truax Point,Las Vegas,Nevada,36.0914,-115.0885,Z6,Evans
7910,7910,Property Crime,2/16/2024 17:13,1 Leroy Lane,Carson City,Nevada,39.2025,-119.7526,Z3,Cox
7911,7911,Violent Crime,7/24/2024 14:09,69 Service Junction,Carson City,Nevada,39.1678,-119.7764,Z6,Adams
7912,7912,Property Crime,11/2/2021 22:30,32881 Brickson Park Center,Las Vegas,Nevada,36.3265,-115.3398,Z4,Anderson
7913,7913,Traffic,9/11/2024 20:48,57310 Columbus Center,Las Vegas,Nevada,36.2158,-115.0671,Z1,Bailey
7914,7914,Violent Crime,12/15/2023 9:03,7423 Morning Plaza,Las Vegas,Nevada,36.3265,-115.3398,Z6,Carter
7915,7915,Traffic,6/25/2022 5:43,65 Rusk Junction,Las Vegas,Nevada,35.9279,-114.9721,Z8,Parker
7916,7916,Property Crime,2/11/2021 3:13,1 Old Gate Place,Reno,Nevada,39.5224,-119.8353,Z3,Murphy
7917,7917,Alarm,12/22/2020 21:58,92714 Randy Crossing,Reno,Nevada,39.5224,-119.8353,Z5,Carter
7918,7918,Violent Crime,9/20/2019 8:07,50 Dawn Drive,Las Vegas,Nevada,36.1693,-115.2828,Z8,Allen
7919,7919,Violent Crime,5/14/2023 21:20,9250 Green Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z3,Garcia
7920,7920,Property Crime,6/4/2020 18:58,314 Waubesa Trail,Las Vegas,Nevada,36.3265,-115.3398,Z8,Cook
7921,7921,Property Crime,12/25/2022 16:41,05664 Vera Court,Las Vegas,Nevada,36.173,-115.0669,Z5,Brooks
7922,7922,Traffic,2/9/2024 9:50,22471 Service Lane,Las Vegas,Nevada,35.9279,-114.9721,Z8,Morris
7923,7923,Traffic,7/18/2020 21:28,22 Carioca Junction,Las Vegas,Nevada,36.1693,-115.2828,Z3,James
7924,7924,Traffic,9/23/2024 7:23,7 Marquette Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z6,Thompson
7925,7925,Traffic,5/22/2021 6:25,4 Talisman Road,North Las Vegas,Nevada,35.9279,-114.9721,Z2,Reed
7926,7926,Traffic,4/27/2022 9:28,2 Del Mar Hill,Henderson,Nevada,36.0384,-115.0857,Z4,Clark
7927,7927,Welfare Check,3/29/2024 2:46,1085 Moose Pass,Las Vegas,Nevada,36.3265,-115.3398,Z2,Scott
7928,7928,Welfare Check,4/8/2023 1:37,41 Charing Cross Way,Carson City,Nevada,39.2025,-119.7526,Z5,Lopez
7929,7929,Property Crime,4/22/2020 22:52,7056 Farwell Pass,Las Vegas,Nevada,35.9279,-114.9721,Z1,Watson
7930,7930,Traffic,6/23/2021 4:31,356 Mayfield Street,Las Vegas,Nevada,36.086,-115.1471,Z3,Thompson
7931,7931,Violent Crime,1/22/2022 9:12,12 Stuart Center,Las Vegas,Nevada,35.9279,-114.9721,Z6,Sanders
7932,7932,Alarm,4/17/2023 3:39,01 Oak Hill,Las Vegas,Nevada,36.1378,-115.3261,Z5,Rodriguez
7933,7933,Property Crime,8/8/2023 7:06,3542 Rockefeller Trail,Carson City,Nevada,39.2025,-119.7526,Z1,Hall
7934,7934,Traffic,3/11/2022 17:17,16 Menomonie Street,Las Vegas,Nevada,36.3265,-115.3398,Z4,Watson
7935,7935,Traffic,6/16/2024 18:33,6489 7th Way,Las Vegas,Nevada,36.1378,-115.3261,Z8,Harris
7936,7936,Property Crime,1/1/2023 7:30,09 Fordem Street,Reno,Nevada,39.5387,-119.8225,Z3,Howard
7937,7937,Traffic,12/3/2023 2:16,7461 Onsgard Avenue,Reno,Nevada,39.5224,-119.8353,Z7,Hernandez
7938,7938,Alarm,11/14/2019 8:22,99 Roth Drive,Las Vegas,Nevada,36.2235,-115.2655,Z1,Brooks
7939,7939,Welfare Check,3/15/2021 22:42,441 Vera Court,Las Vegas,Nevada,36.2158,-115.0671,Z7,Stewart
7940,7940,Alarm,3/6/2021 10:06,9817 1st Parkway,Las Vegas,Nevada,36.1378,-115.3261,Z1,Jackson
7941,7941,Traffic,2/21/2021 12:20,73538 Shoshone Pass,Reno,Nevada,40.5412,-119.5869,Z6,Garcia
7942,7942,Welfare Check,2/3/2024 9:34,74905 Kedzie Trail,Henderson,Nevada,36.0119,-115.0433,Z8,Hall
7943,7943,Traffic,6/8/2021 11:32,34 Bunting Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z6,Watson
7944,7944,Property Crime,11/9/2024 7:48,6819 Corben Pass,Las Vegas,Nevada,36.3265,-115.3398,Z2,Adams
7945,7945,Traffic,12/29/2024 15:04,06154 Bluestem Pass,Henderson,Nevada,36.0384,-115.0857,Z4,Harris
7946,7946,Violent Crime,7/13/2023 12:32,2806 Loftsgordon Street,North Las Vegas,Nevada,35.9279,-114.9721,Z7,Lopez
7947,7947,Property Crime,5/27/2022 18:00,0 Mcbride Trail,Las Vegas,Nevada,36.2235,-115.2655,Z1,Mitchell
7948,7948,Property Crime,3/8/2023 19:04,740 Havey Court,Reno,Nevada,39.5224,-119.8353,Z1,Scott
7949,7949,Traffic,7/31/2021 13:26,33090 Brown Trail,Las Vegas,Nevada,36.2158,-115.0671,Z3,Ramirez
7950,7950,Property Crime,4/24/2022 20:09,5069 Comanche Lane,Reno,Nevada,39.7699,-119.6027,Z1,Bell
7951,7951,Traffic,9/20/2020 18:55,08 Farragut Alley,Las Vegas,Nevada,35.9279,-114.9721,Z7,James
7952,7952,Traffic,9/7/2021 13:02,5388 Melody Way,Reno,Nevada,39.7699,-119.6027,Z8,Brown
7953,7953,Alarm,4/3/2022 13:21,17703 Tomscot Trail,Reno,Nevada,39.5224,-119.8353,Z4,Gray
7954,7954,Alarm,1/23/2021 13:16,6647 Spaight Court,Reno,Nevada,39.7699,-119.6027,Z4,Johnson
7955,7955,Traffic,6/5/2022 16:59,0 Oneill Crossing,North Las Vegas,Nevada,36.2204,-115.1458,Z4,Hernandez
7956,7956,Traffic,5/23/2023 4:28,117 Commercial Road,Reno,Nevada,39.7699,-119.6027,Z3,Wilson
7957,7957,Violent Crime,12/28/2022 23:35,403 Petterle Place,Las Vegas,Nevada,35.9279,-114.9721,Z5,Ward
7958,7958,Alarm,9/17/2023 9:41,5034 American Parkway,Reno,Nevada,39.4814,-119.8591,Z3,Edwards
7959,7959,Traffic,4/14/2022 19:56,5745 Barnett Hill,Reno,Nevada,39.4814,-119.8591,Z3,Turner
7960,7960,Welfare Check,1/14/2021 10:30,59 Ludington Pass,Las Vegas,Nevada,35.9977,-115.2861,Z3,White
7961,7961,Traffic,10/19/2023 22:36,35552 Independence Drive,Las Vegas,Nevada,36.3265,-115.3398,Z4,Bennett
7962,7962,Traffic,7/4/2023 20:26,94 Welch Court,Las Vegas,Nevada,36.3265,-115.3398,Z8,Jackson
7963,7963,Alarm,11/5/2024 22:07,87307 Mariners Cove Way,Las Vegas,Nevada,36.086,-115.1471,Z8,Cook
